epoch,train_loss,train_auroc_y0,train_auroc_y1,train_auroc_prop,val_loss,val_auroc_y0,val_auroc_y1,val_auroc_prop,fold
1,1.3100358618630303,0.3594276094276095,0.5446840026333113,0.5088210926458404,1.1796244442462922,0.6527777777777779,0.558139534883721,0.5462184873949579,1
2,1.1664546913570828,0.5690235690235691,0.486353412332675,0.49950046298552564,1.179491972923279,0.5833333333333333,0.5697674418604651,0.5088702147525677,1
3,1.1580098940266503,0.5549242424242424,0.5140580425718675,0.5347117305911595,1.1839679062366486,0.5972222222222221,0.5965116279069766,0.48459383753501395,1
4,1.1581904305352104,0.5311447811447811,0.5118499012508229,0.5522929967347338,1.175319677591324,0.5694444444444444,0.622093023255814,0.49579831932773116,1
5,1.1457794467608133,0.5452441077441077,0.5082839587447883,0.5434719040888933,1.2236360311508179,0.513888888888889,0.6046511627906976,0.46311858076563955,1
6,1.1417160934872097,0.5406144781144782,0.5059455233706386,0.5685218577903407,1.2257177233695984,0.5,0.5558139534883721,0.5004668534080299,1
7,1.138706899351544,0.5698653198653199,0.5341370419135396,0.5838369316243481,1.2102178394794465,0.5416666666666667,0.6058139534883721,0.44164332399626516,1
8,1.1387248582310148,0.5050505050505051,0.5014126618389291,0.5773612261806131,1.2403475046157837,0.5,0.5976744186046512,0.4332399626517274,1
9,1.1283542884720696,0.5795454545454546,0.5566436251920123,0.6135045567522783,1.2097452580928802,0.5138888888888888,0.5662790697674419,0.41923436041083095,1
10,1.1312554604477352,0.5523989898989898,0.5542846170726355,0.6241410400116966,1.2166987776756286,0.513888888888889,0.5895348837209302,0.42110177404295057,1
11,1.1223268356588152,0.5551346801346801,0.5498889071757735,0.6523344217554462,1.2280469596385957,0.49999999999999994,0.5906976744186047,0.4239028944911297,1
12,1.1142615808380976,0.5814393939393939,0.5834019091507572,0.6654076709391296,1.539134669303894,0.45833333333333337,0.49767441860465117,0.4565826330532213,1
13,1.1175537268320719,0.5637626262626262,0.5505678077682685,0.6653954871095082,2.7289703845977784,0.4861111111111111,0.5790697674418606,0.41363211951447243,1
14,1.1124013900756835,0.5829124579124579,0.5941545973228002,0.658596910180808,1.5215854167938232,0.4861111111111111,0.49767441860465117,0.45938375350140054,1
15,1.10660127931171,0.6319444444444444,0.6038786482334869,0.6840123787708952,1.3062167286872863,0.5833333333333333,0.5906976744186045,0.4005602240896358,1
16,1.0935672528213924,0.6098484848484849,0.6001412661838929,0.6985720551683805,1.3770719349384308,0.4444444444444445,0.5906976744186047,0.4024276377217554,1
17,1.0933409651120505,0.55513468013468,0.6246502633311388,0.7126078268921487,1.4675245404243469,0.5694444444444444,0.6209302325581395,0.4126984126984127,1
18,1.1024025771352979,0.5744949494949495,0.6195002194426158,0.6991325113309614,1.4565716147422791,0.48611111111111116,0.5802325581395349,0.4369747899159664,1
19,1.064666516913308,0.6340488215488216,0.6129580864603906,0.7535333105901847,2.1354710042476652,0.5972222222222222,0.6511627906976744,0.4098972922502334,1
20,1.0682738973034753,0.6731902356902357,0.625768049155146,0.7201983527462352,1.527385550737381,0.5138888888888888,0.6534883720930232,0.4089635854341737,1
21,1.0602294319205814,0.6338383838383839,0.639195194206715,0.7454310638920025,1.816655695438385,0.375,0.6244186046511628,0.42110177404295057,1
22,1.0454803513156044,0.6136363636363636,0.6521011630458635,0.7641697938496028,3.6771741807460785,0.4305555555555556,0.6430232558139535,0.4332399626517274,1
23,1.0293162239922418,0.6399410774410774,0.6540281435154707,0.7880135484185389,4.505053174495697,0.38888888888888884,0.5569767441860465,0.4668534080298786,1
24,1.0437823043929206,0.6454124579124578,0.625603467193329,0.7750560456162581,1.5687321960926055,0.3472222222222222,0.6197674418604651,0.46218487394957986,1
25,1.036152869462967,0.6390993265993267,0.637933399166118,0.7732832984063551,6.091553050279617,0.36111111111111116,0.6058139534883721,0.4407096171802054,1
26,1.0209723482529323,0.618476430976431,0.6626755540926048,0.7959330376724012,3.5415914356708527,0.3194444444444444,0.541860465116279,0.4453781512605043,1
27,1.020582115650177,0.6327861952861953,0.6296494404213299,0.8040718358594474,2.6760854601860045,0.41666666666666663,0.6372093023255814,0.4444444444444444,1
28,1.031801658206516,0.6285774410774411,0.6547756199253896,0.7976265899897657,1.3284193456172944,0.375,0.6069767441860465,0.4547152194211018,1
29,1.0074123905764685,0.6247895622895623,0.6659123326750055,0.7993566937959939,2.666214722394943,0.3472222222222222,0.5546511627906976,0.45004668534080294,1
30,0.9902750220563676,0.6525673400673401,0.6691765415843758,0.8167430186656269,2.6211352705955506,0.38888888888888884,0.6744186046511628,0.3958916900093371,1
31,0.9925404442681207,0.5881734006734006,0.6795177748518763,0.8276840976655784,3.689322167634964,0.41666666666666663,0.6534883720930232,0.40336134453781514,1
32,0.9922261675198872,0.6759259259259259,0.7105140443274085,0.8042911447926313,2.924277400970459,0.3333333333333333,0.6000000000000001,0.4098972922502334,1
33,0.9759979559315576,0.6626683501683501,0.6727081961816984,0.8289268482869535,1.9518670737743378,0.3194444444444444,0.6383720930232558,0.41736694677871145,1
34,0.9774553954601288,0.6186868686868686,0.6923140223831469,0.8295116721087773,6.291252851486206,0.3611111111111111,0.6593023255813953,0.3734827264239029,1
35,0.9731060928768582,0.6117424242424242,0.6910933728330042,0.8287075393537696,4.2653338551521305,0.3888888888888889,0.6302325581395348,0.3781512605042017,1
36,0.9690571639272901,0.6218434343434344,0.6892281105990785,0.8328256737657781,24.932363820075988,0.375,0.6395348837209303,0.36601307189542487,1
37,0.9632580525345272,0.6738215488215489,0.6922043010752689,0.8254910083337396,3.336538726091385,0.375,0.6593023255813955,0.3529411764705882,1
38,0.9853164282110002,0.6826599326599326,0.7051994184770682,0.822944587942882,14.699829918146133,0.3888888888888889,0.65,0.35294117647058826,1
39,1.0089365515444013,0.6186868686868686,0.7080864603906079,0.8331302695063112,3.3117220520973207,0.3472222222222222,0.6151162790697674,0.38468720821661995,1
40,0.9227796326080958,0.6759259259259259,0.7294546850998465,0.856547590038501,1.5398088335990905,0.4305555555555556,0.658139534883721,0.3772175536881419,1
41,0.9352450635698106,0.6527777777777778,0.7269173798551678,0.8460207612456748,1.826975405216217,0.38888888888888884,0.6593023255813952,0.3361344537815126,1
42,0.9314012769195769,0.6672979797979798,0.7306341891595348,0.850991763731176,3.0977236330509186,0.4027777777777778,0.6476744186046511,0.37161531279178334,1
43,0.9433553000291188,0.678030303030303,0.7071675444371297,0.8499926897022272,6.505915778875351,0.38888888888888884,0.6430232558139535,0.36134453781512604,1
44,0.9384478323989445,0.6550925925925926,0.7252029844195744,0.8367610507334664,1.5690500080585479,0.4305555555555555,0.6569767441860466,0.3678804855275443,1
45,0.9156313286887274,0.6338383838383838,0.7218564845292955,0.8685973975339929,2.2617239117622376,0.375,0.6337209302325582,0.34547152194211017,1
46,0.9133801894055472,0.6746632996632996,0.7307164801404432,0.8591427457478433,2.5682884216308595,0.3888888888888889,0.6325581395348837,0.36134453781512604,1
47,0.913761474026574,0.7068602693602694,0.7427583936800526,0.8538001364588919,6.874427884817123,0.4444444444444444,0.6465116279069768,0.35014005602240894,1
48,0.9179756644699308,0.6357323232323232,0.7214861751152074,0.8719479506798578,2.9655741751194,0.4444444444444444,0.6476744186046511,0.3837535014005602,1
49,0.9109320309427049,0.6544612794612794,0.738863287250384,0.868304985623081,1.9631330490112304,0.4583333333333333,0.6488372093023256,0.365079365079365,1
50,0.9034955789645512,0.6433080808080808,0.7261219003730524,0.8718748477021299,3.8905560791492464,0.4166666666666667,0.663953488372093,0.3398692810457516,1
1,1.3267387085490756,0.4506696428571429,0.5332373941440195,0.49335843070104757,1.1973568975925446,0.2666666666666666,0.5130952380952382,0.5582398619499569,2
2,1.1537385907438067,0.41473214285714277,0.46074334421874136,0.521920326349718,1.204623919725418,0.3333333333333333,0.5214285714285715,0.5470232959447799,2
3,1.1320765972137452,0.41785714285714287,0.49398073836276085,0.5629154915390814,1.2105365812778472,0.39999999999999997,0.5095238095238095,0.5936151855047453,2
4,1.1287668506304422,0.46919642857142857,0.4934479991144075,0.5849869057211925,1.2025028944015503,0.39999999999999997,0.49047619047619057,0.5737704918032787,2
5,1.1242821713288624,0.43437499999999996,0.5310649250013838,0.5769288879935536,1.2071366488933564,0.3833333333333333,0.4845238095238096,0.630716134598792,2
6,1.1157375845644208,0.38370535714285714,0.5247135661703659,0.6151163376309428,1.2133406579494477,0.43333333333333335,0.4654761904761905,0.5772217428817946,2
7,1.1186441686418322,0.44308035714285715,0.5432003099573809,0.5896328565672845,1.2073103427886962,0.4666666666666667,0.5083333333333333,0.6151855047454702,2
8,1.1116493278079562,0.4660714285714286,0.5570169369568828,0.6443833098307816,1.2123466193675996,0.43333333333333335,0.5095238095238095,0.5979292493528905,2
9,1.1103749652703603,0.38147321428571423,0.5561866939724359,0.6417959307010476,1.2060279846191406,0.5666666666666667,0.5023809523809524,0.633304572907679,2
10,1.1071333547433218,0.3939732142857143,0.5750124536447667,0.6609463134568896,1.2148337244987488,0.5666666666666667,0.4976190476190477,0.6177739430543572,2
11,1.0919477528995938,0.47566964285714286,0.6011789450379144,0.6831373388396454,1.2188717782497407,0.5833333333333333,0.5011904761904762,0.5893011216566005,2
12,1.0901705079608492,0.46227678571428577,0.6150163281120274,0.6549279814665593,1.226921147108078,0.55,0.49523809523809526,0.5910267471958583,2
13,1.0873200880156624,0.45089285714285715,0.6079039132119334,0.6855547441579372,1.2041756570339204,0.5833333333333333,0.4892857142857143,0.5970664365832613,2
14,1.0732319090101454,0.4428571428571429,0.6341188354458405,0.7110319298952458,1.2316746830940246,0.6,0.4880952380952381,0.635893011216566,2
15,1.069198778602812,0.41874999999999996,0.620343720595561,0.717276893634166,1.3121029317378998,0.6499999999999999,0.5083333333333333,0.6238136324417601,2
16,1.0628685043917763,0.5044642857142858,0.6509104998062766,0.7087907937147462,1.3076472878456116,0.7,0.4964285714285715,0.6117342536669542,2
17,1.0458550771077475,0.478125,0.6458598549842254,0.7470789685737309,1.3329209744930268,0.6666666666666666,0.5119047619047619,0.6082830025884384,2
18,1.0388648053010305,0.41227678571428567,0.6466278297448387,0.7616715350523771,1.5003037393093108,0.6166666666666667,0.5047619047619047,0.6100086281276964,2
19,1.0356923593415155,0.41272321428571435,0.6631427464437925,0.7830630539887187,1.8170043528079987,0.6833333333333333,0.4964285714285715,0.6410698878343399,2
20,1.0511371195316315,0.39665178571428567,0.6447528643382964,0.7696036462530216,1.7651104271411895,0.7166666666666667,0.4642857142857143,0.6505608283002589,2
21,1.0131139000256857,0.4169642857142857,0.6710854043283333,0.7945205479452055,10.301483553647994,0.7,0.4666666666666667,0.6531492666091459,2
22,1.0366873019271428,0.46651785714285715,0.6584241988155201,0.7848005640612409,1.538094836473465,0.7166666666666667,0.5,0.6151855047454702,2
23,0.9855748097101847,0.45848214285714284,0.6906653013782034,0.8191478646253022,4.102365577220917,0.6,0.4952380952380953,0.6013805004314065,2
24,1.0090731994973288,0.4850446428571429,0.6804671500525821,0.8108758058017728,15.364081740379333,0.5333333333333333,0.4845238095238096,0.645383951682485,2
25,0.9588667896058825,0.5078125,0.7235360048707589,0.845940773569702,23.682590222358705,0.4666666666666667,0.5261904761904762,0.7040552200172563,2
26,0.9729697714249294,0.5705357142857143,0.6813665799523994,0.830001007252216,19.062165307998658,0.4666666666666667,0.5285714285714286,0.6496980155306299,2
27,0.9667219407028622,0.5741071428571428,0.7078790059223998,0.8254746676067687,23.79802918434143,0.39999999999999997,0.5202380952380952,0.6919758412424504,2
28,0.9702770011292563,0.5087053571428571,0.7155172413793103,0.8358178887993555,23.853722846508028,0.44999999999999996,0.47857142857142865,0.6893874029335634,2
29,0.9396720227268007,0.5042410714285714,0.721494990867327,0.852500503626108,24.445804566144943,0.48333333333333334,0.5261904761904762,0.7075064710957721,2
30,0.9752449327045016,0.5861607142857143,0.7058725853766534,0.8385878323932313,25.38958141207695,0.4666666666666667,0.5214285714285715,0.6885245901639345,2
31,0.9201450192266041,0.5767857142857142,0.747177173852881,0.8474264705882353,26.878386861085893,0.4833333333333334,0.4928571428571429,0.6747195858498707,2
32,0.9465762827131483,0.5843749999999999,0.7334158963856756,0.846028908138598,23.939259535074235,0.45,0.5095238095238095,0.6893874029335634,2
33,0.9392901407347785,0.5368303571428571,0.7495987158908508,0.8680058924254633,29.84641178846359,0.4666666666666667,0.5071428571428571,0.6773080241587576,2
34,0.8684417674938838,0.5779017857142857,0.7817429567720152,0.8809427880741338,32.23863520622253,0.4,0.49642857142857144,0.6712683347713546,2
35,0.9135972453488244,0.5591517857142858,0.7491835943986274,0.8561014302981467,31.38060792684555,0.43333333333333335,0.5178571428571428,0.6695427092320967,2
36,0.9968632515933779,0.5993303571428571,0.7597553550672497,0.8712605761482676,22.893988078832628,0.5166666666666667,0.530952380952381,0.6755823986194995,2
37,1.2029132939047285,0.5870535714285714,0.746340012176897,0.8804895245769541,30.0939853310585,0.45,0.4773809523809524,0.6919758412424504,2
38,0.8562536650233799,0.5803571428571428,0.76786406154868,0.8956612610797744,30.2128613114357,0.41666666666666663,0.4988095238095238,0.728213977566868,2
39,0.832000141011344,0.5607142857142858,0.7945010239663475,0.8955668311845286,30.10681372284889,0.4333333333333333,0.48333333333333334,0.7109577221742882,2
40,0.8426280942228105,0.5917410714285714,0.8012675042895889,0.8857398267526188,30.14255622625351,0.4666666666666667,0.5011904761904762,0.6712683347713546,2
41,0.885907886756791,0.5223214285714286,0.7678363867825317,0.8761583400483481,30.304920667409895,0.44999999999999996,0.4928571428571429,0.6859361518550473,2
42,0.8463195807403988,0.5515625,0.788440250179886,0.8953213134568896,30.56151976585388,0.4666666666666666,0.5,0.7014667817083693,2
43,0.833657776316007,0.5426339285714286,0.8036060220291138,0.8985067485898468,33.63040393590927,0.45,0.5369047619047619,0.6885245901639345,2
44,0.9116627603769303,0.5522321428571428,0.7907234183871146,0.8807917002417405,29.435941886901855,0.49999999999999994,0.5297619047619048,0.7066436583261433,2
45,0.8232903010315366,0.5703124999999999,0.8177339901477833,0.8955227639000807,29.877657359838487,0.4666666666666667,0.5297619047619048,0.6867989646246765,2
46,0.8627307772636413,0.6024553571428571,0.773136104499917,0.8948554593070105,30.65029307603836,0.44999999999999996,0.5607142857142857,0.6919758412424504,2
47,1.0133332391579946,0.5439732142857143,0.8021115846571096,0.8982801168412571,30.843896061182022,0.45,0.5321428571428571,0.6876617773943055,2
48,0.8087133944034577,0.5993303571428572,0.8331903470415674,0.9054693795326351,32.54753754734993,0.4833333333333333,0.5392857142857143,0.6833477135461605,2
49,0.8158723443746567,0.54375,0.809874356561687,0.9011633763094279,31.15713159441948,0.43333333333333335,0.5238095238095237,0.7187230371009492,2
50,0.9079931500885222,0.6111607142857143,0.8032462500691869,0.8901087832393231,31.074656111001968,0.4666666666666667,0.5023809523809524,0.6962899050905953,2
1,1.3171750313705868,0.5692401960784315,0.49606837606837606,0.49581286549707604,1.0944670379161834,0.20833333333333331,0.413,0.5714285714285714,3
2,1.1684235678778754,0.5298202614379085,0.49435897435897436,0.5215438596491229,1.0510886371135713,0.20833333333333331,0.379,0.5342857142857143,3
3,1.1576662222544352,0.5800653594771242,0.538034188034188,0.5273216374269005,1.0337508082389832,0.25,0.40800000000000003,0.5814285714285714,3
4,1.1579170213805305,0.4583333333333333,0.516531339031339,0.5365497076023392,1.063052499294281,0.24999999999999997,0.365,0.48142857142857143,3
5,1.1475515325864156,0.5339052287581699,0.5355555555555556,0.594842105263158,1.0563475489616394,0.375,0.379,0.5042857142857142,3
6,1.1313104881180658,0.5784313725490196,0.5983190883190883,0.5973684210526315,1.0423194825649262,0.3333333333333333,0.422,0.5957142857142856,3
7,1.1292029751671686,0.5345179738562091,0.5647150997150997,0.6133216374269006,1.0670777797698974,0.4166666666666667,0.414,0.5871428571428572,3
8,1.1293313026428222,0.5326797385620915,0.595997150997151,0.6048304093567252,1.0455365896224975,0.3333333333333333,0.391,0.5057142857142857,3
9,1.1301278399096595,0.5439133986928105,0.6000997150997152,0.6230292397660819,1.0516736328601837,0.375,0.41400000000000003,0.5599999999999999,3
10,1.112574459446801,0.5298202614379085,0.6104700854700855,0.6501345029239766,1.0658295333385468,0.3333333333333333,0.42799999999999994,0.5414285714285715,3
11,1.1088714963859982,0.5502450980392156,0.5981908831908832,0.676140350877193,1.0713309049606323,0.3333333333333333,0.43400000000000005,0.49,3
12,1.0996105101373461,0.5759803921568627,0.6652991452991454,0.6687368421052631,1.0798071265220641,0.2916666666666667,0.42699999999999994,0.47428571428571425,3
13,1.1062446455160777,0.5435049019607843,0.6285897435897436,0.6792748538011696,1.0576664566993714,0.41666666666666663,0.419,0.5714285714285714,3
14,1.0904315286212498,0.605187908496732,0.625128205128205,0.6889941520467836,1.0922319829463958,0.25,0.49,0.5442857142857143,3
15,1.0826338138845233,0.5686274509803921,0.651039886039886,0.6994619883040936,1.0822662115097046,0.20833333333333334,0.468,0.5857142857142856,3
16,1.0704774657885234,0.5910947712418301,0.6477065527065528,0.7136491228070174,1.0903154194355011,0.375,0.45799999999999996,0.5371428571428571,3
17,1.07159750395351,0.5957924836601307,0.6720726495726496,0.7196608187134502,1.0890928030014038,0.2916666666666667,0.46599999999999997,0.5757142857142857,3
18,1.0617522067493863,0.6331699346405228,0.6684615384615384,0.7186666666666668,1.0913084626197815,0.29166666666666663,0.46499999999999997,0.5557142857142857,3
19,1.0474363459481133,0.5843545751633987,0.6879772079772081,0.7430643274853801,1.1417975425720215,0.2916666666666667,0.46599999999999997,0.5657142857142857,3
20,1.0299978991349539,0.647671568627451,0.6976780626780626,0.7601637426900585,1.249787735939026,0.25,0.45599999999999996,0.6028571428571429,3
21,1.0163898799154494,0.6006944444444444,0.7133760683760684,0.7758479532163742,1.4066379189491272,0.25,0.44000000000000006,0.6014285714285714,3
22,1.0294050511386659,0.6025326797385621,0.7092592592592593,0.7683742690058479,1.1119880974292755,0.41666666666666663,0.448,0.56,3
23,1.0141176965501573,0.5835375816993464,0.7181054131054132,0.7673216374269007,1.2068505108356475,0.25,0.45299999999999996,0.5714285714285715,3
